ID,Region,GenderNow,Age,Marital,Degree,Employed,Income,Polviews,Pres16,DeathPenalty,Courts,Attend,Postlife,Happy,Satfin,Energy
624,South,Not applicable,34,Married,High school,Yes,"[50000, 74999]",Moderate,NA,Oppose,Too harsh,Weekly,Yes,Very happy,Satisfied,About right
625,South,Not applicable,70,Married,Graduate,No,Not applicable,Conservative,Trump,Favor,Don't know,Weekly,Yes,Pretty happy,NA,Too little
626,South,Woman,49,Separated,High school,Yes,"[75000, 129999]",Moderate,Clinton,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,Not at all,Too little
627,South,Woman,59,Married,Graduate,No,NA,Conservative,NA,Oppose,Not harsh enough,Weekly,Yes,Pretty happy,Satisfied,Too little
628,South,Woman,31,Never married,Graduate,Yes,"[25000, 49999]",Moderate,NA,Oppose,About right,Never,Yes,Not too happy,More or less,Too little
629,South,Not applicable,77,Separated,Bachelor,No,Not applicable,Slghtly conservative,Trump,Oppose,Don't know,Weekly,Yes,Pretty happy,More or less,Too little
630,South,Not applicable,40,Divorced,Bachelor,Yes,NA,NA,NA,NA,Don't know,Monthly,Yes,Pretty happy,Satisfied,Too little
631,South,Not applicable,53,Married,Graduate,Yes,NA,NA,NA,NA,Don't know,Weekly,NA,Very happy,More or less,Don't know
632,South,Woman,29,Never married,High school,No,"[0, 24999]",Moderate,NA,NA,Too harsh,Occasionally,Yes,Pretty happy,Not at all,Don't know
633,South,Woman,39,Never married,High school,Yes,"[25000, 49999]",Extremely liberal,Clinton,Favor,Too harsh,Monthly,No,Pretty happy,More or less,Too much
634,South,Woman,27,Never married,High school,No,"[25000, 49999]",Moderate,Clinton,Favor,Too harsh,Never,Yes,Pretty happy,Not at all,About right
635,South,Not applicable,62,Divorced,Graduate,Yes,"[75000, 129999]",Moderate,Clinton,Oppose,Not harsh enough,Monthly,Yes,Pretty happy,More or less,About right
636,South,Not applicable,48,Separated,High school,Yes,"[0, 24999]",Slightly liberal,NA,Favor,Not harsh enough,Monthly,No,Pretty happy,Satisfied,Too little
637,South,Woman,28,Married,High school,Yes,"[25000, 49999]",Moderate,NA,Favor,Not harsh enough,Never,Yes,Pretty happy,Satisfied,Too little
638,South,Not applicable,47,Married,High school,No,"[0, 24999]",Liberal,Clinton,Oppose,Too harsh,Occasionally,Yes,Very happy,Not at all,Too little
639,South,Woman,42,Never married,High school,Yes,"[25000, 49999]",Conservative,Clinton,NA,Not harsh enough,Never,Yes,Very happy,Not at all,About right
640,South,Woman,38,Married,High school,Yes,"[0, 24999]",Conservative,NA,Favor,Not harsh enough,Never,Yes,Pretty happy,More or less,About right
641,South,Not applicable,53,Married,Bachelor,No,"[25000, 49999]",Moderate,Other,Favor,About right,Occasionally,No,Very happy,Satisfied,About right
642,South,Not applicable,40,Divorced,High school,Yes,"[50000, 74999]",Liberal,Clinton,Favor,About right,Never,No,Very happy,More or less,Too little
643,South,Man,57,Married,Junior college,Yes,$130000 +,Conservative,Trump,Favor,Not harsh enough,Occasionally,No,Very happy,Satisfied,Too much
644,South,Not applicable,51,Married,High school,Yes,"[0, 24999]",Slightly liberal,NA,Oppose,About right,Weekly,Yes,Very happy,More or less,Too little
645,South,Woman,60,Separated,Junior college,No,Not applicable,Extremely liberal,Clinton,Favor,Not harsh enough,Weekly,Yes,Pretty happy,More or less,Too little
646,South,Woman,55,Divorced,Graduate,Yes,"[75000, 129999]",Conservative,Trump,Favor,About right,Weekly,Yes,Pretty happy,Satisfied,About right
647,South,Not applicable,40,Married,High school,Yes,$130000 +,Conservative,Trump,Favor,About right,Monthly,Yes,Very happy,Satisfied,Too little
648,South,Man,25,Married,Less than high school,Yes,Not applicable,NA,NA,NA,About right,Weekly,Yes,Pretty happy,More or less,Too much
649,South,Woman,19,Never married,Less than high school,No,"[0, 24999]",Moderate,NA,NA,About right,Monthly,Yes,Very happy,More or less,About right
650,South,Not applicable,46,Never married,Less than high school,No,"[0, 24999]",Slightly liberal,NA,Favor,Too harsh,Never,No,Not too happy,More or less,Too much
651,South,Not applicable,60,Divorced,Less than high school,No,Not applicable,Conservative,Clinton,Oppose,Too harsh,Occasionally,Yes,Pretty happy,More or less,About right
652,South,Not applicable,22,Never married,High school,Yes,"[0, 24999]",Moderate,NA,Favor,Not harsh enough,Monthly,Yes,Pretty happy,More or less,Too little
653,South,Not applicable,29,Never married,Graduate,Yes,"[50000, 74999]",Liberal,Clinton,Favor,Too harsh,Never,No,Very happy,More or less,Too little
654,South,Man,28,Never married,Bachelor,Yes,"[25000, 49999]",Extremely liberal,Other,Oppose,Too harsh,Never,Don't know,Not too happy,More or less,Too little
655,South,Woman,36,Never married,High school,Yes,"[0, 24999]",Conservative,NA,Oppose,About right,Never,Yes,Pretty happy,Not at all,About right
656,South,Woman,29,Married,Bachelor,No,"[25000, 49999]",Moderate,NA,Favor,Too harsh,Monthly,No,Very happy,Satisfied,About right
657,South,Woman,40,Married,High school,Yes,"[25000, 49999]",Slightly liberal,Clinton,Oppose,Don't know,Occasionally,Yes,Pretty happy,More or less,Too much
658,South,Man,47,Married,High school,Yes,"[50000, 74999]",Moderate,Trump,Oppose,About right,Occasionally,Yes,Very happy,Satisfied,Too much
659,South,Not applicable,NA,Never married,High school,Yes,"[75000, 129999]",Moderate,Other,NA,Not harsh enough,Occasionally,No,Pretty happy,Not at all,Don't know
660,South,Not applicable,51,Divorced,High school,Yes,"[25000, 49999]",Slightly liberal,Clinton,Favor,Too harsh,Monthly,Yes,Pretty happy,Not at all,Too little
661,South,Man,63,Never married,High school,No,Not applicable,Slightly liberal,NA,Oppose,About right,Occasionally,Yes,Not too happy,Not at all,Too little
662,South,Not applicable,33,Never married,High school,Yes,Not applicable,Moderate,Clinton,Oppose,Too harsh,Never,Yes,Pretty happy,Not at all,Too little
663,South,Not applicable,47,Married,High school,Yes,"[25000, 49999]",Moderate,Clinton,Oppose,About right,Monthly,Yes,Pretty happy,More or less,About right
664,South,Not applicable,26,Married,High school,Yes,"[0, 24999]",Slghtly conservative,Trump,Favor,Not harsh enough,Weekly,Yes,Pretty happy,More or less,About right
665,South,Not applicable,68,Married,Bachelor,Yes,"[25000, 49999]",Liberal,Clinton,Favor,Too harsh,Weekly,Yes,Very happy,Satisfied,Too little
666,South,Woman,36,Married,Bachelor,Yes,Not applicable,Moderate,Clinton,Favor,Not harsh enough,Weekly,Yes,Pretty happy,More or less,Too little
667,South,Man,34,Never married,Junior college,Yes,"[25000, 49999]",Moderate,Trump,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,Satisfied,Too little
668,South,Woman,30,Never married,Bachelor,Yes,"[0, 24999]",Moderate,Clinton,Oppose,Too harsh,Monthly,Yes,Pretty happy,More or less,Too little
669,South,Woman,71,Married,High school,No,Not applicable,Slightly liberal,Clinton,Oppose,Don't know,Never,No,Pretty happy,Satisfied,Too little
670,South,Woman,28,Never married,High school,Yes,Not applicable,Conservative,Clinton,Favor,Not harsh enough,Weekly,Yes,Pretty happy,More or less,Too little
671,South,Man,65,Married,Bachelor,Yes,"[0, 24999]",Liberal,Clinton,Oppose,Don't know,Weekly,Yes,Very happy,More or less,Too little
672,South,Man,49,Married,High school,Yes,$130000 +,Extrmly conservative,Trump,Favor,Too harsh,Weekly,Yes,Very happy,Satisfied,Too much
673,South,Man,32,Divorced,High school,Yes,NA,Moderate,NA,Oppose,Too harsh,Occasionally,No,Pretty happy,More or less,Too little
674,South,Not applicable,21,Never married,High school,No,"[0, 24999]",Liberal,NA,Favor,Too harsh,Never,No,Pretty happy,Satisfied,About right
675,South,Not applicable,38,Married,Junior college,Yes,"[0, 24999]",Conservative,Trump,Favor,Not harsh enough,Weekly,Yes,Very happy,More or less,About right
676,South,Man,22,Never married,High school,Yes,"[0, 24999]",Moderate,Other,Favor,Too harsh,Never,Yes,Pretty happy,More or less,Too little
677,South,Not applicable,50,Divorced,High school,Yes,"[25000, 49999]",Slightly liberal,Clinton,Oppose,Too harsh,Occasionally,Yes,Pretty happy,More or less,Too little
678,South,Man,86,Married,High school,No,Not applicable,Slghtly conservative,Clinton,Oppose,Not harsh enough,Monthly,No,Very happy,Not at all,Too little
679,South,Woman,59,Married,High school,Yes,"[0, 24999]",NA,NA,Favor,Don't know,Weekly,Yes,Not too happy,Not at all,Too little
680,South,Not applicable,28,Divorced,Junior college,No,Not applicable,NA,NA,Oppose,Don't know,Never,Yes,Not too happy,More or less,Don't know
681,South,Not applicable,54,Married,High school,Yes,"[50000, 74999]",Moderate,Clinton,Oppose,Too harsh,Weekly,Yes,Pretty happy,Not at all,About right
682,South,Not applicable,71,Married,Bachelor,No,"[25000, 49999]",Moderate,Clinton,Favor,Not harsh enough,Weekly,Yes,Very happy,Satisfied,Don't know
683,South,Not applicable,58,Married,Junior college,Yes,"[25000, 49999]",Moderate,Clinton,Favor,Too harsh,Occasionally,Don't know,Pretty happy,Satisfied,Too little
684,South,Woman,88,Widowed,Less than high school,No,Not applicable,NA,NA,NA,Don't know,Weekly,Yes,Pretty happy,Satisfied,About right
685,South,Man,34,Married,High school,Yes,"[75000, 129999]",Moderate,NA,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,More or less,About right
686,South,Woman,52,Never married,High school,No,"[0, 24999]",Conservative,Clinton,Favor,About right,Occasionally,Don't know,Pretty happy,Not at all,Too little
687,South,Not applicable,71,Married,Less than high school,No,Not applicable,Moderate,NA,Favor,Not harsh enough,Monthly,Yes,Not too happy,More or less,About right
688,South,Not applicable,21,Married,High school,Yes,"[0, 24999]",Moderate,NA,Favor,Too harsh,Occasionally,Yes,Pretty happy,Not at all,About right
689,South,Man,23,Never married,High school,Yes,Not applicable,Moderate,NA,Oppose,Too harsh,Never,Yes,Very happy,Not at all,Too little
690,South,Not applicable,82,Widowed,High school,No,Not applicable,Extremely liberal,Clinton,Favor,Not harsh enough,Never,Yes,Very happy,Not at all,Too little
691,South,Man,34,Married,High school,Yes,"[25000, 49999]",Moderate,NA,Favor,Too harsh,Occasionally,No,Pretty happy,Not at all,Too little
692,South,Woman,32,Divorced,High school,Yes,"[0, 24999]",NA,Clinton,Favor,Too harsh,Occasionally,No,Not too happy,Not at all,Too much
693,South,Not applicable,43,Divorced,Graduate,Yes,"[25000, 49999]",Moderate,NA,Favor,About right,Weekly,No,Pretty happy,Not at all,Too little
694,South,Not applicable,75,Widowed,High school,No,Not applicable,Moderate,NA,Oppose,Too harsh,Monthly,No,Pretty happy,More or less,About right
695,South,Man,46,Married,High school,Yes,"[25000, 49999]",Slghtly conservative,NA,Favor,Not harsh enough,Never,No,Very happy,More or less,Too little
696,South,Not applicable,33,Never married,High school,Yes,"[25000, 49999]",Conservative,NA,Favor,Not harsh enough,Never,Don't know,Not too happy,Not at all,About right
697,South,Woman,79,Divorced,Less than high school,No,Not applicable,Conservative,Trump,Favor,Not harsh enough,Weekly,Yes,Not too happy,Satisfied,Too little
698,South,Woman,50,Divorced,High school,No,NA,Extrmly conservative,NA,NA,Don't know,Monthly,Yes,Pretty happy,More or less,Don't know
699,South,Woman,40,Divorced,Bachelor,Yes,Not applicable,Moderate,NA,Oppose,Too harsh,Weekly,Yes,Very happy,More or less,About right
700,South,Not applicable,89,Widowed,Less than high school,No,Not applicable,NA,Clinton,Favor,Not harsh enough,Occasionally,Yes,Not too happy,Not at all,Don't know
701,South,Man,65,Married,High school,Yes,"[50000, 74999]",Conservative,NA,Oppose,Not harsh enough,Weekly,No,Very happy,Satisfied,Too little
702,South,Woman,69,Divorced,High school,No,Not applicable,Slghtly conservative,Clinton,Favor,About right,Weekly,Yes,Pretty happy,Satisfied,Too little
703,South,Not applicable,73,Divorced,High school,No,Not applicable,Slghtly conservative,Clinton,Favor,Too harsh,Weekly,Don't know,Very happy,More or less,Too little
704,South,Not applicable,53,Never married,Less than high school,Yes,"[0, 24999]",Liberal,NA,Favor,About right,Never,No,Pretty happy,More or less,About right
705,South,Woman,46,Married,Junior college,No,Not applicable,Conservative,Trump,Oppose,Not harsh enough,Occasionally,Yes,Pretty happy,More or less,About right
706,South,Not applicable,56,Divorced,High school,Yes,"[75000, 129999]",Moderate,NA,Oppose,Not harsh enough,Occasionally,Yes,Not too happy,More or less,Too little
707,South,Man,71,Married,High school,Yes,$130000 +,Conservative,Trump,Favor,About right,Weekly,Yes,Very happy,Satisfied,Too little
708,South,Not applicable,33,Never married,High school,Yes,"[75000, 129999]",Moderate,NA,Favor,About right,Occasionally,Yes,Very happy,More or less,Too little
709,South,Not applicable,68,Divorced,High school,No,Not applicable,Liberal,Clinton,Oppose,About right,Monthly,Don't know,Not too happy,More or less,Too little
710,South,Not applicable,89,Widowed,High school,No,Not applicable,Moderate,Clinton,Favor,Not harsh enough,Occasionally,No,Pretty happy,More or less,About right
711,South,Not applicable,19,Never married,Less than high school,Yes,Not applicable,NA,NA,NA,About right,Occasionally,Don't know,Not too happy,More or less,About right
712,South,Man,26,Never married,Bachelor,No,"[0, 24999]",Conservative,NA,Favor,Too harsh,Monthly,Yes,Not too happy,Not at all,About right
713,South,Not applicable,28,Divorced,Graduate,Yes,"[25000, 49999]",Moderate,NA,Oppose,Not harsh enough,Occasionally,Yes,Very happy,Satisfied,Too little
714,South,Man,70,Divorced,High school,No,Not applicable,Moderate,Clinton,Favor,Not harsh enough,Never,No,Not too happy,Not at all,About right
715,South,Woman,38,Married,Less than high school,Yes,"[0, 24999]",Extremely liberal,Clinton,Oppose,Not harsh enough,Weekly,Yes,Not too happy,Not at all,Too much
716,Midwest,Man,39,Married,Graduate,Yes,$130000 +,Slghtly conservative,Trump,NA,About right,Occasionally,Yes,Very happy,More or less,About right
717,Midwest,Man,19,Never married,High school,No,Not applicable,Slightly liberal,NA,Oppose,Don't know,Weekly,Yes,Pretty happy,Satisfied,Too little
718,Midwest,Man,45,Married,Graduate,No,"[75000, 129999]",Moderate,Other,Oppose,About right,Occasionally,Yes,Pretty happy,Satisfied,About right
719,Midwest,Not applicable,47,Married,Graduate,Yes,$130000 +,Liberal,Clinton,Oppose,Don't know,Occasionally,No,Very happy,More or less,Too little
720,Midwest,Not applicable,46,Married,Graduate,Yes,"[75000, 129999]",Moderate,Clinton,Favor,Not harsh enough,Occasionally,Yes,Very happy,More or less,Too little
721,Midwest,Woman,19,Never married,Less than high school,Yes,"[0, 24999]",Moderate,NA,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,Satisfied,About right
722,Midwest,Woman,48,Divorced,Bachelor,Yes,$130000 +,Moderate,Clinton,Oppose,Too harsh,Monthly,Yes,Pretty happy,Satisfied,Too little
723,Midwest,Woman,38,Married,High school,No,Not applicable,Moderate,Clinton,Oppose,Not harsh enough,Monthly,Yes,Very happy,Satisfied,Too little
724,Midwest,Man,24,Never married,Bachelor,No,NA,Extremely liberal,NA,Oppose,Too harsh,Occasionally,Yes,Pretty happy,Satisfied,Too little
725,Midwest,Not applicable,54,Never married,High school,No,Not applicable,Extrmly conservative,Clinton,Oppose,Too harsh,Never,Yes,Pretty happy,More or less,About right
726,Midwest,Man,50,Widowed,Junior college,Yes,"[0, 24999]",Moderate,Clinton,Favor,Too harsh,Weekly,Yes,Very happy,Not at all,Too little
727,Midwest,Man,48,Divorced,High school,Yes,"[50000, 74999]",Slightly liberal,NA,Oppose,About right,Never,Yes,Pretty happy,More or less,Too little
728,Midwest,Not applicable,25,Never married,High school,Yes,"[0, 24999]",Extremely liberal,Clinton,Oppose,Too harsh,Never,No,Pretty happy,Not at all,About right
729,Midwest,Not applicable,59,Divorced,High school,Yes,"[50000, 74999]",Extrmly conservative,Clinton,Favor,Not harsh enough,Never,Yes,Very happy,Not at all,About right
730,Midwest,Man,25,Never married,High school,Yes,Not applicable,Moderate,NA,Favor,Not harsh enough,Never,No,Pretty happy,More or less,Too little
731,Midwest,Not applicable,28,Married,Junior college,Yes,"[25000, 49999]",NA,NA,Favor,Too harsh,Weekly,Yes,Very happy,More or less,Too little
732,Midwest,Woman,40,Never married,High school,Yes,"[0, 24999]",Conservative,NA,Favor,Not harsh enough,Monthly,Yes,Not too happy,Not at all,Too little
733,Midwest,Woman,73,Married,Graduate,No,Not applicable,Liberal,Clinton,Favor,Too harsh,Occasionally,Don't know,Very happy,Satisfied,Too little
734,Midwest,Not applicable,50,Married,Less than high school,Yes,"[75000, 129999]",Moderate,NA,Favor,Too harsh,Occasionally,Yes,Pretty happy,More or less,Too little
735,Midwest,Not applicable,20,Never married,High school,Yes,"[0, 24999]",Slightly liberal,Clinton,Oppose,Not harsh enough,Never,Yes,Very happy,More or less,About right
736,Midwest,Man,43,Married,High school,Yes,"[50000, 74999]",Moderate,Clinton,Favor,Not harsh enough,Monthly,Yes,Very happy,Satisfied,Too little
737,Midwest,Woman,68,Married,Bachelor,No,Not applicable,Conservative,Trump,NA,Don't know,Monthly,Yes,Pretty happy,Satisfied,About right
738,Midwest,Man,18,Never married,High school,Yes,"[0, 24999]",Moderate,NA,Favor,About right,Weekly,Yes,Very happy,Satisfied,Too little
739,Midwest,Woman,54,Married,High school,Yes,Not applicable,Liberal,Clinton,Oppose,About right,Occasionally,Yes,Very happy,More or less,Too little
740,Midwest,Not applicable,71,Divorced,Graduate,Yes,"[0, 24999]",Moderate,NA,Oppose,Don't know,Never,No,Pretty happy,More or less,About right
741,Midwest,Woman,28,Married,High school,Yes,"[25000, 49999]",Moderate,Other,Oppose,Not harsh enough,Never,Yes,Very happy,More or less,Too little
742,Midwest,Man,46,Never married,Bachelor,Yes,"[50000, 74999]",Moderate,Clinton,Favor,Not harsh enough,Never,No,Not too happy,Satisfied,Too much
743,Midwest,Man,47,Married,Less than high school,Yes,"[0, 24999]",Moderate,Clinton,Favor,Too harsh,Occasionally,Yes,Pretty happy,More or less,Too little
744,Midwest,Not applicable,65,Widowed,High school,Yes,"[25000, 49999]",Moderate,Trump,NA,Not harsh enough,Occasionally,Yes,Not too happy,More or less,About right
745,Midwest,Man,18,Never married,High school,Yes,Not applicable,Moderate,NA,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,More or less,Too little
746,Midwest,Not applicable,57,Married,High school,Yes,"[25000, 49999]",Liberal,Clinton,Oppose,Too harsh,Monthly,No,Pretty happy,More or less,About right
747,Midwest,Woman,65,Widowed,Bachelor,Yes,"[0, 24999]",Liberal,Clinton,Favor,Too harsh,Occasionally,Yes,Pretty happy,Not at all,Too little
748,Midwest,Woman,25,Never married,High school,Yes,"[0, 24999]",Moderate,Clinton,Oppose,Not harsh enough,Occasionally,Yes,Pretty happy,More or less,Too much
749,Midwest,Man,30,Never married,High school,Yes,"[50000, 74999]",Slghtly conservative,NA,Oppose,Not harsh enough,Occasionally,No,Pretty happy,Satisfied,About right
750,Midwest,Not applicable,37,Never married,High school,No,Not applicable,Moderate,Clinton,Oppose,Too harsh,Occasionally,Yes,Very happy,More or less,About right
751,Midwest,Woman,68,Married,High school,No,Not applicable,Moderate,Clinton,Oppose,About right,Weekly,Yes,Pretty happy,Satisfied,Too little
752,Midwest,Man,47,Divorced,High school,Yes,"[75000, 129999]",Extremely liberal,Clinton,Oppose,Don't know,Never,No,Pretty happy,Satisfied,About right
753,Midwest,Not applicable,61,Never married,Less than high school,No,Not applicable,Conservative,Clinton,Favor,Not harsh enough,Never,Yes,Pretty happy,More or less,Don't know
754,West,Man,23,Never married,High school,Yes,"[0, 24999]",Moderate,NA,Favor,About right,Monthly,Yes,Not too happy,Not at all,About right
755,West,Not applicable,27,Never married,High school,Yes,"[25000, 49999]",Moderate,Other,Favor,About right,Never,No,Very happy,More or less,Too little
756,West,Man,19,Never married,High school,Yes,Not applicable,Slghtly conservative,NA,Favor,About right,Never,Yes,Not too happy,Not at all,Too little
757,West,Not applicable,54,Married,Bachelor,Yes,"[75000, 129999]",Extremely liberal,Clinton,Oppose,Too harsh,Weekly,Yes,Very happy,More or less,About right
758,West,Woman,34,Married,Junior college,No,"[0, 24999]",Liberal,Clinton,Oppose,Too harsh,Never,Yes,Very happy,Satisfied,Too little
759,West,Not applicable,89,Widowed,Graduate,No,Not applicable,Slightly liberal,Clinton,Favor,Not harsh enough,Weekly,No,Very happy,Satisfied,About right
760,West,Not applicable,34,Married,High school,No,"[25000, 49999]",Moderate,NA,Oppose,Too harsh,Monthly,Yes,Very happy,More or less,About right
761,West,Man,64,Married,Bachelor,No,Not applicable,Conservative,Trump,Favor,Not harsh enough,Weekly,Yes,Very happy,Satisfied,Too little
762,West,Not applicable,36,Married,Bachelor,Yes,"[75000, 129999]",Moderate,Clinton,NA,About right,Never,No,Very happy,Satisfied,Too little
763,West,Woman,42,Divorced,Bachelor,No,"[50000, 74999]",Moderate,Clinton,Favor,Not harsh enough,Never,No,Very happy,Satisfied,Too little
764,West,Woman,44,Married,Junior college,Yes,"[0, 24999]",Moderate,NA,Favor,Not harsh enough,Occasionally,Don't know,Pretty happy,More or less,Too little
765,West,Not applicable,44,Widowed,High school,Yes,$130000 +,Conservative,NA,Oppose,Not harsh enough,Occasionally,Don't know,Very happy,Satisfied,Too little
766,West,Man,43,Never married,Bachelor,Yes,$130000 +,Slightly liberal,Clinton,Oppose,Don't know,Never,No,Pretty happy,More or less,Too little
767,West,Not applicable,77,Widowed,Bachelor,No,Not applicable,Moderate,Other,Oppose,Not harsh enough,Weekly,Yes,Pretty happy,Satisfied,About right
768,West,Not applicable,43,Divorced,High school,Yes,Not applicable,NA,Clinton,Favor,NA,Occasionally,Yes,Pretty happy,More or less,Too little
769,West,Man,36,Divorced,High school,Yes,"[25000, 49999]",Moderate,Other,Favor,About right,Occasionally,Yes,Pretty happy,More or less,Too little
770,West,Man,30,Never married,Bachelor,Yes,"[0, 24999]",Liberal,NA,Oppose,Too harsh,Never,No,Pretty happy,Satisfied,About right
771,West,Man,58,Divorced,Bachelor,No,"[50000, 74999]",Moderate,NA,Favor,Too harsh,Never,Yes,Very happy,Satisfied,Too little
772,West,Not applicable,89,Divorced,Bachelor,No,Not applicable,Slghtly conservative,NA,Oppose,Not harsh enough,Occasionally,Yes,Pretty happy,Satisfied,Too little
773,West,Not applicable,62,Never married,High school,No,Not applicable,Conservative,NA,Favor,Not harsh enough,Never,No,Not too happy,Not at all,Don't know
774,West,Not applicable,76,Widowed,High school,Yes,Not applicable,Conservative,NA,Favor,Not harsh enough,Never,Yes,Very happy,Not at all,Too little
775,West,Woman,51,Married,Junior college,No,"[25000, 49999]",Extremely liberal,Clinton,NA,Don't know,Occasionally,Yes,Pretty happy,More or less,Too little
776,West,Woman,27,Never married,Junior college,Yes,"[0, 24999]",Slightly liberal,NA,Oppose,Not harsh enough,Occasionally,Yes,Pretty happy,More or less,Too little
777,West,Not applicable,73,Married,High school,No,Not applicable,Liberal,Clinton,Favor,Not harsh enough,Never,No,Very happy,More or less,Too little
778,West,Man,28,Never married,Less than high school,Yes,"[75000, 129999]",Moderate,Trump,Favor,Not harsh enough,Never,No,Pretty happy,Satisfied,Too little
779,West,Man,34,Married,Bachelor,Yes,"[25000, 49999]",Liberal,Clinton,Favor,Not harsh enough,Never,No,Pretty happy,More or less,Too little
780,West,Woman,40,Never married,High school,No,Not applicable,Moderate,NA,Favor,Not harsh enough,Monthly,Yes,Pretty happy,More or less,About right
781,West,Woman,35,Married,Bachelor,Yes,"[25000, 49999]",Moderate,NA,Favor,Not harsh enough,Occasionally,Yes,Very happy,More or less,Too little
782,West,Man,70,Widowed,High school,Yes,Not applicable,Moderate,NA,Oppose,Not harsh enough,Weekly,Yes,Very happy,Satisfied,Too much
783,West,Woman,82,Widowed,High school,No,Not applicable,Slightly liberal,Trump,Favor,Don't know,Never,Yes,Very happy,Satisfied,Too little
784,West,Not applicable,52,Divorced,Junior college,Yes,"[0, 24999]",Liberal,Clinton,Favor,Not harsh enough,Monthly,Yes,Pretty happy,More or less,About right
785,West,Man,56,Divorced,High school,Yes,"[50000, 74999]",Moderate,NA,Favor,Don't know,Monthly,Yes,Pretty happy,More or less,Too little
786,West,Not applicable,46,Married,High school,No,"[25000, 49999]",Conservative,Trump,Favor,Not harsh enough,Weekly,Yes,Very happy,Not at all,About right
787,West,Woman,33,Married,High school,Yes,"[0, 24999]",Conservative,Trump,Oppose,About right,Weekly,Yes,Very happy,Not at all,Too little
788,West,Not applicable,23,Never married,Less than high school,Yes,"[0, 24999]",Moderate,NA,Favor,Too harsh,Occasionally,Yes,Pretty happy,More or less,About right
789,West,Not applicable,48,Married,High school,Yes,"[75000, 129999]",Moderate,NA,Favor,Not harsh enough,Never,No,Pretty happy,More or less,Too little
790,West,Man,55,Divorced,Junior college,Yes,"[50000, 74999]",Slightly liberal,Clinton,Oppose,Too harsh,Never,No,Pretty happy,More or less,About right
791,West,Not applicable,56,Divorced,High school,No,Not applicable,Moderate,Clinton,NA,About right,Never,Don't know,Pretty happy,More or less,About right
792,West,Woman,74,Married,Bachelor,No,Not applicable,Extremely liberal,Clinton,Oppose,Not harsh enough,Never,Yes,Very happy,Satisfied,Too little
793,West,Not applicable,28,Never married,High school,Yes,"[25000, 49999]",Slghtly conservative,NA,Favor,Not harsh enough,Never,Yes,Pretty happy,More or less,About right
794,West,Not applicable,24,Married,High school,Yes,"[0, 24999]",Conservative,NA,Oppose,Don't know,Weekly,No,Pretty happy,More or less,About right
795,West,Man,62,Married,Bachelor,No,Not applicable,Slghtly conservative,Clinton,Oppose,About right,Never,Yes,Not too happy,More or less,Too little
796,West,Woman,74,Widowed,Junior college,Yes,Not applicable,Liberal,Clinton,Favor,Not harsh enough,Occasionally,Yes,Not too happy,Not at all,Too little
797,West,Woman,24,Never married,High school,Yes,"[0, 24999]",Slightly liberal,NA,Oppose,Too harsh,Occasionally,Yes,Pretty happy,Not at all,Too little
798,West,Not applicable,29,Married,High school,Yes,"[0, 24999]",Extremely liberal,NA,Favor,Too harsh,Never,No,Pretty happy,More or less,Too little
799,West,Woman,59,Widowed,High school,Yes,"[25000, 49999]",Slightly liberal,NA,Favor,Not harsh enough,Never,Don't know,Very happy,Satisfied,About right
800,West,Not applicable,73,Never married,Junior college,No,Not applicable,Slightly liberal,Clinton,Favor,Not harsh enough,Weekly,Yes,Pretty happy,Not at all,Too little
801,West,Not applicable,65,Married,Less than high school,No,"[0, 24999]",Slghtly conservative,NA,Oppose,Not harsh enough,Never,Don't know,Very happy,More or less,Don't know
802,West,Woman,19,Married,High school,Yes,"[0, 24999]",Moderate,NA,Favor,Not harsh enough,Weekly,Yes,Very happy,More or less,Too little
803,West,Not applicable,22,Never married,High school,Yes,"[0, 24999]",NA,NA,NA,Not harsh enough,Occasionally,Yes,Very happy,More or less,Too little
804,West,Man,40,Married,Bachelor,Yes,"[0, 24999]",Slghtly conservative,Other,Favor,About right,Occasionally,Yes,Pretty happy,Not at all,Don't know
805,West,Not applicable,48,Married,Less than high school,Yes,"[0, 24999]",Liberal,NA,Favor,Not harsh enough,Never,Yes,Pretty happy,Not at all,About right
806,West,Not applicable,61,Married,High school,No,Not applicable,Slightly liberal,Clinton,Oppose,Not harsh enough,Never,Yes,Not too happy,Not at all,Too little
807,West,Not applicable,49,Married,Graduate,Yes,$130000 +,Slightly liberal,Clinton,Favor,Too harsh,Never,Don't know,Very happy,More or less,Too little
808,West,Man,39,Married,High school,Yes,"[50000, 74999]",Slightly liberal,Clinton,Favor,Not harsh enough,Weekly,Yes,Pretty happy,More or less,Too little
809,West,Woman,45,Separated,Junior college,Yes,"[25000, 49999]",Moderate,Other,Oppose,Not harsh enough,Never,Yes,Not too happy,More or less,About right
810,West,Man,60,Never married,High school,No,Not applicable,Liberal,Clinton,Favor,Too harsh,Never,No,Pretty happy,More or less,Too little
811,West,Man,32,Never married,Bachelor,Yes,"[25000, 49999]",Slightly liberal,Clinton,Oppose,Too harsh,Never,No,Very happy,More or less,Too little
