variable,mid,low,high,value,count
SPARCS,1.505,1.45,1.56,133,1
SPARCS,1.505,1.45,1.56,,0
SPARCS,1.63,1.56,1.7,15,1
SPARCS,1.63,1.56,1.7,16,2
SPARCS,1.63,1.56,1.7,17,1
SPARCS,1.63,1.56,1.7,19,1
SPARCS,1.63,1.56,1.7,23,2
SPARCS,1.63,1.56,1.7,24,1
SPARCS,1.63,1.56,1.7,26,1
SPARCS,1.63,1.56,1.7,27,1
SPARCS,1.63,1.56,1.7,29,2
SPARCS,1.63,1.56,1.7,30,2
SPARCS,1.63,1.56,1.7,32,1
SPARCS,1.63,1.56,1.7,33,1
SPARCS,1.63,1.56,1.7,34,2
SPARCS,1.63,1.56,1.7,36,1
SPARCS,1.63,1.56,1.7,37,1
SPARCS,1.63,1.56,1.7,42,3
SPARCS,1.63,1.56,1.7,43,1
SPARCS,1.63,1.56,1.7,46,2
SPARCS,1.63,1.56,1.7,47,1
SPARCS,1.63,1.56,1.7,49,2
SPARCS,1.63,1.56,1.7,52,1
SPARCS,1.63,1.56,1.7,53,3
SPARCS,1.63,1.56,1.7,54,1
SPARCS,1.63,1.56,1.7,68,1
SPARCS,1.63,1.56,1.7,71,1
SPARCS,1.63,1.56,1.7,72,1
SPARCS,1.63,1.56,1.7,77,1
SPARCS,1.63,1.56,1.7,85,1
SPARCS,1.63,1.56,1.7,86,2
SPARCS,1.63,1.56,1.7,89,1
SPARCS,1.63,1.56,1.7,93,2
SPARCS,1.63,1.56,1.7,96,1
SPARCS,1.63,1.56,1.7,98,2
SPARCS,1.63,1.56,1.7,99,1
SPARCS,1.63,1.56,1.7,103,2
SPARCS,1.63,1.56,1.7,110,2
SPARCS,1.63,1.56,1.7,115,1
SPARCS,1.63,1.56,1.7,118,2
SPARCS,1.63,1.56,1.7,129,1
SPARCS,1.63,1.56,1.7,132,1
SPARCS,1.63,1.56,1.7,,0
SPARCS,1.76,1.7,1.82,11,1
SPARCS,1.76,1.7,1.82,15,1
SPARCS,1.76,1.7,1.82,16,1
SPARCS,1.76,1.7,1.82,17,1
SPARCS,1.76,1.7,1.82,21,1
SPARCS,1.76,1.7,1.82,22,1
SPARCS,1.76,1.7,1.82,23,1
SPARCS,1.76,1.7,1.82,25,2
SPARCS,1.76,1.7,1.82,28,1
SPARCS,1.76,1.7,1.82,29,1
SPARCS,1.76,1.7,1.82,30,1
SPARCS,1.76,1.7,1.82,32,2
SPARCS,1.76,1.7,1.82,34,2
SPARCS,1.76,1.7,1.82,35,1
SPARCS,1.76,1.7,1.82,40,1
SPARCS,1.76,1.7,1.82,41,2
SPARCS,1.76,1.7,1.82,42,1
SPARCS,1.76,1.7,1.82,43,2
SPARCS,1.76,1.7,1.82,45,3
SPARCS,1.76,1.7,1.82,46,2
SPARCS,1.76,1.7,1.82,48,1
SPARCS,1.76,1.7,1.82,50,1
SPARCS,1.76,1.7,1.82,52,2
SPARCS,1.76,1.7,1.82,53,1
SPARCS,1.76,1.7,1.82,55,1
SPARCS,1.76,1.7,1.82,58,2
SPARCS,1.76,1.7,1.82,61,1
SPARCS,1.76,1.7,1.82,63,1
SPARCS,1.76,1.7,1.82,64,1
SPARCS,1.76,1.7,1.82,65,1
SPARCS,1.76,1.7,1.82,66,1
SPARCS,1.76,1.7,1.82,67,1
SPARCS,1.76,1.7,1.82,79,2
SPARCS,1.76,1.7,1.82,85,1
SPARCS,1.76,1.7,1.82,88,1
SPARCS,1.76,1.7,1.82,90,1
SPARCS,1.76,1.7,1.82,91,1
SPARCS,1.76,1.7,1.82,96,2
SPARCS,1.76,1.7,1.82,107,1
SPARCS,1.76,1.7,1.82,110,1
SPARCS,1.76,1.7,1.82,120,1
SPARCS,1.76,1.7,1.82,122,1
SPARCS,1.76,1.7,1.82,129,2
SPARCS,1.76,1.7,1.82,146,1
SPARCS,1.76,1.7,1.82,,0
SPARCS,1.87,1.82,1.92,2,1
SPARCS,1.87,1.82,1.92,17,2
SPARCS,1.87,1.82,1.92,18,2
SPARCS,1.87,1.82,1.92,19,1
SPARCS,1.87,1.82,1.92,20,1
SPARCS,1.87,1.82,1.92,23,1
SPARCS,1.87,1.82,1.92,25,1
SPARCS,1.87,1.82,1.92,26,1
SPARCS,1.87,1.82,1.92,27,3
SPARCS,1.87,1.82,1.92,30,2
SPARCS,1.87,1.82,1.92,34,1
SPARCS,1.87,1.82,1.92,35,1
SPARCS,1.87,1.82,1.92,38,1
SPARCS,1.87,1.82,1.92,39,2
SPARCS,1.87,1.82,1.92,42,1
SPARCS,1.87,1.82,1.92,43,1
SPARCS,1.87,1.82,1.92,44,1
SPARCS,1.87,1.82,1.92,45,1
SPARCS,1.87,1.82,1.92,46,1
SPARCS,1.87,1.82,1.92,49,1
SPARCS,1.87,1.82,1.92,50,3
SPARCS,1.87,1.82,1.92,51,3
SPARCS,1.87,1.82,1.92,54,1
SPARCS,1.87,1.82,1.92,57,1
SPARCS,1.87,1.82,1.92,58,1
SPARCS,1.87,1.82,1.92,60,2
SPARCS,1.87,1.82,1.92,67,1
SPARCS,1.87,1.82,1.92,70,1
SPARCS,1.87,1.82,1.92,86,1
SPARCS,1.87,1.82,1.92,89,2
SPARCS,1.87,1.82,1.92,90,1
SPARCS,1.87,1.82,1.92,101,1
SPARCS,1.87,1.82,1.92,107,1
SPARCS,1.87,1.82,1.92,109,1
SPARCS,1.87,1.82,1.92,110,1
SPARCS,1.87,1.82,1.92,112,1
SPARCS,1.87,1.82,1.92,115,1
SPARCS,1.87,1.82,1.92,116,1
SPARCS,1.87,1.82,1.92,117,1
SPARCS,1.87,1.82,1.92,125,2
SPARCS,1.87,1.82,1.92,127,1
SPARCS,1.87,1.82,1.92,130,1
SPARCS,1.87,1.82,1.92,,0
SPARCS,1.985,1.92,2.05,8,1
SPARCS,1.985,1.92,2.05,16,1
SPARCS,1.985,1.92,2.05,22,1
SPARCS,1.985,1.92,2.05,23,2
SPARCS,1.985,1.92,2.05,24,4
SPARCS,1.985,1.92,2.05,25,1
SPARCS,1.985,1.92,2.05,26,1
SPARCS,1.985,1.92,2.05,27,1
SPARCS,1.985,1.92,2.05,28,1
SPARCS,1.985,1.92,2.05,29,1
SPARCS,1.985,1.92,2.05,30,1
SPARCS,1.985,1.92,2.05,31,1
SPARCS,1.985,1.92,2.05,32,2
SPARCS,1.985,1.92,2.05,33,1
SPARCS,1.985,1.92,2.05,34,1
SPARCS,1.985,1.92,2.05,35,2
SPARCS,1.985,1.92,2.05,36,1
SPARCS,1.985,1.92,2.05,38,1
SPARCS,1.985,1.92,2.05,40,1
SPARCS,1.985,1.92,2.05,42,1
SPARCS,1.985,1.92,2.05,44,1
SPARCS,1.985,1.92,2.05,49,1
SPARCS,1.985,1.92,2.05,53,2
SPARCS,1.985,1.92,2.05,55,1
SPARCS,1.985,1.92,2.05,58,1
SPARCS,1.985,1.92,2.05,59,2
SPARCS,1.985,1.92,2.05,63,2
SPARCS,1.985,1.92,2.05,66,2
SPARCS,1.985,1.92,2.05,83,1
SPARCS,1.985,1.92,2.05,86,1
SPARCS,1.985,1.92,2.05,91,2
SPARCS,1.985,1.92,2.05,93,2
SPARCS,1.985,1.92,2.05,96,2
SPARCS,1.985,1.92,2.05,100,1
SPARCS,1.985,1.92,2.05,103,1
SPARCS,1.985,1.92,2.05,110,1
SPARCS,1.985,1.92,2.05,118,1
SPARCS,1.985,1.92,2.05,121,1
SPARCS,1.985,1.92,2.05,122,1
SPARCS,1.985,1.92,2.05,124,1
SPARCS,1.985,1.92,2.05,125,1
SPARCS,1.985,1.92,2.05,,0
SPARCS,2.105,2.05,2.16,0,1
SPARCS,2.105,2.05,2.16,18,2
SPARCS,2.105,2.05,2.16,21,2
SPARCS,2.105,2.05,2.16,28,1
SPARCS,2.105,2.05,2.16,32,1
SPARCS,2.105,2.05,2.16,35,1
SPARCS,2.105,2.05,2.16,36,1
SPARCS,2.105,2.05,2.16,38,1
SPARCS,2.105,2.05,2.16,39,4
SPARCS,2.105,2.05,2.16,41,1
SPARCS,2.105,2.05,2.16,43,1
SPARCS,2.105,2.05,2.16,45,1
SPARCS,2.105,2.05,2.16,46,2
SPARCS,2.105,2.05,2.16,48,3
SPARCS,2.105,2.05,2.16,49,1
SPARCS,2.105,2.05,2.16,51,1
SPARCS,2.105,2.05,2.16,55,2
SPARCS,2.105,2.05,2.16,56,1
SPARCS,2.105,2.05,2.16,58,1
SPARCS,2.105,2.05,2.16,59,2
SPARCS,2.105,2.05,2.16,68,1
SPARCS,2.105,2.05,2.16,71,1
SPARCS,2.105,2.05,2.16,78,1
SPARCS,2.105,2.05,2.16,85,2
SPARCS,2.105,2.05,2.16,92,2
SPARCS,2.105,2.05,2.16,100,1
SPARCS,2.105,2.05,2.16,102,1
SPARCS,2.105,2.05,2.16,103,1
SPARCS,2.105,2.05,2.16,112,1
SPARCS,2.105,2.05,2.16,118,1
SPARCS,2.105,2.05,2.16,129,2
SPARCS,2.105,2.05,2.16,133,1
SPARCS,2.105,2.05,2.16,135,1
SPARCS,2.105,2.05,2.16,141,1
SPARCS,2.105,2.05,2.16,,0
SPARCS,2.215,2.16,2.27,1,1
SPARCS,2.215,2.16,2.27,12,1
SPARCS,2.215,2.16,2.27,17,1
SPARCS,2.215,2.16,2.27,19,1
SPARCS,2.215,2.16,2.27,20,1
SPARCS,2.215,2.16,2.27,22,2
SPARCS,2.215,2.16,2.27,24,3
SPARCS,2.215,2.16,2.27,26,3
SPARCS,2.215,2.16,2.27,28,1
SPARCS,2.215,2.16,2.27,30,1
SPARCS,2.215,2.16,2.27,33,1
SPARCS,2.215,2.16,2.27,34,1
SPARCS,2.215,2.16,2.27,36,1
SPARCS,2.215,2.16,2.27,37,1
SPARCS,2.215,2.16,2.27,41,1
SPARCS,2.215,2.16,2.27,43,1
SPARCS,2.215,2.16,2.27,45,1
SPARCS,2.215,2.16,2.27,46,2
SPARCS,2.215,2.16,2.27,47,1
SPARCS,2.215,2.16,2.27,48,2
SPARCS,2.215,2.16,2.27,50,1
SPARCS,2.215,2.16,2.27,52,1
SPARCS,2.215,2.16,2.27,53,2
SPARCS,2.215,2.16,2.27,54,3
SPARCS,2.215,2.16,2.27,55,1
SPARCS,2.215,2.16,2.27,57,2
SPARCS,2.215,2.16,2.27,58,2
SPARCS,2.215,2.16,2.27,60,1
SPARCS,2.215,2.16,2.27,65,1
SPARCS,2.215,2.16,2.27,70,1
SPARCS,2.215,2.16,2.27,73,1
SPARCS,2.215,2.16,2.27,77,1
SPARCS,2.215,2.16,2.27,92,2
SPARCS,2.215,2.16,2.27,99,1
SPARCS,2.215,2.16,2.27,100,1
SPARCS,2.215,2.16,2.27,104,1
SPARCS,2.215,2.16,2.27,105,1
SPARCS,2.215,2.16,2.27,107,1
SPARCS,2.215,2.16,2.27,115,1
SPARCS,2.215,2.16,2.27,121,1
SPARCS,2.215,2.16,2.27,126,1
SPARCS,2.215,2.16,2.27,130,1
SPARCS,2.215,2.16,2.27,,0
SPARCS,2.33,2.27,2.39,14,1
SPARCS,2.33,2.27,2.39,15,2
SPARCS,2.33,2.27,2.39,17,1
SPARCS,2.33,2.27,2.39,18,1
SPARCS,2.33,2.27,2.39,19,2
SPARCS,2.33,2.27,2.39,21,1
SPARCS,2.33,2.27,2.39,22,1
SPARCS,2.33,2.27,2.39,23,1
SPARCS,2.33,2.27,2.39,24,1
SPARCS,2.33,2.27,2.39,26,1
SPARCS,2.33,2.27,2.39,28,1
SPARCS,2.33,2.27,2.39,31,1
SPARCS,2.33,2.27,2.39,32,1
SPARCS,2.33,2.27,2.39,33,1
SPARCS,2.33,2.27,2.39,39,1
SPARCS,2.33,2.27,2.39,40,4
SPARCS,2.33,2.27,2.39,42,1
SPARCS,2.33,2.27,2.39,44,1
SPARCS,2.33,2.27,2.39,45,1
SPARCS,2.33,2.27,2.39,47,2
SPARCS,2.33,2.27,2.39,48,1
SPARCS,2.33,2.27,2.39,50,1
SPARCS,2.33,2.27,2.39,51,3
SPARCS,2.33,2.27,2.39,52,1
SPARCS,2.33,2.27,2.39,54,1
SPARCS,2.33,2.27,2.39,56,2
SPARCS,2.33,2.27,2.39,57,1
SPARCS,2.33,2.27,2.39,61,1
SPARCS,2.33,2.27,2.39,62,1
SPARCS,2.33,2.27,2.39,65,1
SPARCS,2.33,2.27,2.39,74,1
SPARCS,2.33,2.27,2.39,107,1
SPARCS,2.33,2.27,2.39,110,1
SPARCS,2.33,2.27,2.39,112,1
SPARCS,2.33,2.27,2.39,114,1
SPARCS,2.33,2.27,2.39,116,2
SPARCS,2.33,2.27,2.39,135,1
SPARCS,2.33,2.27,2.39,,0
SPARCS,2.465,2.39,2.54,0,1
SPARCS,2.465,2.39,2.54,4,1
SPARCS,2.465,2.39,2.54,11,1
SPARCS,2.465,2.39,2.54,14,2
SPARCS,2.465,2.39,2.54,19,1
SPARCS,2.465,2.39,2.54,20,1
SPARCS,2.465,2.39,2.54,21,1
SPARCS,2.465,2.39,2.54,22,1
SPARCS,2.465,2.39,2.54,27,1
SPARCS,2.465,2.39,2.54,29,1
SPARCS,2.465,2.39,2.54,30,1
SPARCS,2.465,2.39,2.54,32,1
SPARCS,2.465,2.39,2.54,36,1
SPARCS,2.465,2.39,2.54,40,1
SPARCS,2.465,2.39,2.54,41,1
SPARCS,2.465,2.39,2.54,42,2
SPARCS,2.465,2.39,2.54,44,1
SPARCS,2.465,2.39,2.54,45,1
SPARCS,2.465,2.39,2.54,46,1
SPARCS,2.465,2.39,2.54,47,1
SPARCS,2.465,2.39,2.54,50,1
SPARCS,2.465,2.39,2.54,53,1
SPARCS,2.465,2.39,2.54,57,2
SPARCS,2.465,2.39,2.54,59,1
SPARCS,2.465,2.39,2.54,68,1
SPARCS,2.465,2.39,2.54,72,1
SPARCS,2.465,2.39,2.54,73,1
SPARCS,2.465,2.39,2.54,84,1
SPARCS,2.465,2.39,2.54,97,1
SPARCS,2.465,2.39,2.54,99,1
SPARCS,2.465,2.39,2.54,100,1
SPARCS,2.465,2.39,2.54,106,2
SPARCS,2.465,2.39,2.54,107,2
SPARCS,2.465,2.39,2.54,110,1
SPARCS,2.465,2.39,2.54,112,1
SPARCS,2.465,2.39,2.54,117,1
SPARCS,2.465,2.39,2.54,118,1
SPARCS,2.465,2.39,2.54,120,1
SPARCS,2.465,2.39,2.54,137,2
SPARCS,2.465,2.39,2.54,,0
SPARCS,2.605,2.54,2.67,0,1
SPARCS,2.605,2.54,2.67,14,1
SPARCS,2.605,2.54,2.67,18,1
SPARCS,2.605,2.54,2.67,21,1
SPARCS,2.605,2.54,2.67,22,3
SPARCS,2.605,2.54,2.67,24,1
SPARCS,2.605,2.54,2.67,25,1
SPARCS,2.605,2.54,2.67,26,2
SPARCS,2.605,2.54,2.67,27,1
SPARCS,2.605,2.54,2.67,28,3
SPARCS,2.605,2.54,2.67,30,1
SPARCS,2.605,2.54,2.67,40,1
SPARCS,2.605,2.54,2.67,50,2
SPARCS,2.605,2.54,2.67,60,3
SPARCS,2.605,2.54,2.67,62,1
SPARCS,2.605,2.54,2.67,65,1
SPARCS,2.605,2.54,2.67,78,1
SPARCS,2.605,2.54,2.67,86,1
SPARCS,2.605,2.54,2.67,87,1
SPARCS,2.605,2.54,2.67,92,1
SPARCS,2.605,2.54,2.67,95,1
SPARCS,2.605,2.54,2.67,98,1
SPARCS,2.605,2.54,2.67,103,1
SPARCS,2.605,2.54,2.67,105,1
SPARCS,2.605,2.54,2.67,106,2
SPARCS,2.605,2.54,2.67,109,1
SPARCS,2.605,2.54,2.67,110,2
SPARCS,2.605,2.54,2.67,112,1
SPARCS,2.605,2.54,2.67,116,1
SPARCS,2.605,2.54,2.67,117,1
SPARCS,2.605,2.54,2.67,118,1
SPARCS,2.605,2.54,2.67,122,1
SPARCS,2.605,2.54,2.67,128,2
SPARCS,2.605,2.54,2.67,130,1
SPARCS,2.605,2.54,2.67,133,1
SPARCS,2.605,2.54,2.67,135,1
SPARCS,2.605,2.54,2.67,,0
SPARCS,2.74,2.67,2.81,0,1
SPARCS,2.74,2.67,2.81,1,1
SPARCS,2.74,2.67,2.81,18,3
SPARCS,2.74,2.67,2.81,19,1
SPARCS,2.74,2.67,2.81,21,2
SPARCS,2.74,2.67,2.81,22,1
SPARCS,2.74,2.67,2.81,24,1
SPARCS,2.74,2.67,2.81,26,1
SPARCS,2.74,2.67,2.81,28,2
SPARCS,2.74,2.67,2.81,29,1
SPARCS,2.74,2.67,2.81,38,1
SPARCS,2.74,2.67,2.81,43,1
SPARCS,2.74,2.67,2.81,49,2
SPARCS,2.74,2.67,2.81,52,2
SPARCS,2.74,2.67,2.81,53,1
SPARCS,2.74,2.67,2.81,55,3
SPARCS,2.74,2.67,2.81,57,1
SPARCS,2.74,2.67,2.81,62,1
SPARCS,2.74,2.67,2.81,63,1
SPARCS,2.74,2.67,2.81,65,1
SPARCS,2.74,2.67,2.81,68,1
SPARCS,2.74,2.67,2.81,91,1
SPARCS,2.74,2.67,2.81,96,1
SPARCS,2.74,2.67,2.81,99,1
SPARCS,2.74,2.67,2.81,102,1
SPARCS,2.74,2.67,2.81,103,2
SPARCS,2.74,2.67,2.81,106,1
SPARCS,2.74,2.67,2.81,109,2
SPARCS,2.74,2.67,2.81,120,1
SPARCS,2.74,2.67,2.81,122,1
SPARCS,2.74,2.67,2.81,134,1
SPARCS,2.74,2.67,2.81,,0
SPARCS,2.875,2.81,2.94,0,4
SPARCS,2.875,2.81,2.94,14,1
SPARCS,2.875,2.81,2.94,15,1
SPARCS,2.875,2.81,2.94,16,1
SPARCS,2.875,2.81,2.94,21,1
SPARCS,2.875,2.81,2.94,28,1
SPARCS,2.875,2.81,2.94,30,1
SPARCS,2.875,2.81,2.94,35,1
SPARCS,2.875,2.81,2.94,41,1
SPARCS,2.875,2.81,2.94,44,1
SPARCS,2.875,2.81,2.94,45,2
SPARCS,2.875,2.81,2.94,47,1
SPARCS,2.875,2.81,2.94,49,5
SPARCS,2.875,2.81,2.94,51,2
SPARCS,2.875,2.81,2.94,52,2
SPARCS,2.875,2.81,2.94,57,1
SPARCS,2.875,2.81,2.94,58,2
SPARCS,2.875,2.81,2.94,59,1
SPARCS,2.875,2.81,2.94,60,1
SPARCS,2.875,2.81,2.94,65,1
SPARCS,2.875,2.81,2.94,83,1
SPARCS,2.875,2.81,2.94,91,1
SPARCS,2.875,2.81,2.94,92,1
SPARCS,2.875,2.81,2.94,98,1
SPARCS,2.875,2.81,2.94,99,2
SPARCS,2.875,2.81,2.94,101,1
SPARCS,2.875,2.81,2.94,112,1
SPARCS,2.875,2.81,2.94,130,1
SPARCS,2.875,2.81,2.94,131,1
SPARCS,2.875,2.81,2.94,134,1
SPARCS,2.875,2.81,2.94,145,1
SPARCS,2.875,2.81,2.94,,0
SPARCS,3.025,2.94,3.11,0,4
SPARCS,3.025,2.94,3.11,12,1
SPARCS,3.025,2.94,3.11,23,3
SPARCS,3.025,2.94,3.11,25,2
SPARCS,3.025,2.94,3.11,26,1
SPARCS,3.025,2.94,3.11,28,3
SPARCS,3.025,2.94,3.11,30,1
SPARCS,3.025,2.94,3.11,32,1
SPARCS,3.025,2.94,3.11,34,1
SPARCS,3.025,2.94,3.11,41,1
SPARCS,3.025,2.94,3.11,43,1
SPARCS,3.025,2.94,3.11,47,2
SPARCS,3.025,2.94,3.11,50,1
SPARCS,3.025,2.94,3.11,53,2
SPARCS,3.025,2.94,3.11,57,1
SPARCS,3.025,2.94,3.11,59,1
SPARCS,3.025,2.94,3.11,60,1
SPARCS,3.025,2.94,3.11,61,1
SPARCS,3.025,2.94,3.11,62,1
SPARCS,3.025,2.94,3.11,65,1
SPARCS,3.025,2.94,3.11,70,1
SPARCS,3.025,2.94,3.11,76,1
SPARCS,3.025,2.94,3.11,82,1
SPARCS,3.025,2.94,3.11,107,1
SPARCS,3.025,2.94,3.11,110,1
SPARCS,3.025,2.94,3.11,111,1
SPARCS,3.025,2.94,3.11,112,1
SPARCS,3.025,2.94,3.11,120,1
SPARCS,3.025,2.94,3.11,122,1
SPARCS,3.025,2.94,3.11,125,1
SPARCS,3.025,2.94,3.11,126,1
SPARCS,3.025,2.94,3.11,137,2
SPARCS,3.025,2.94,3.11,143,1
SPARCS,3.025,2.94,3.11,,0
SPARCS,3.2,3.11,3.29,0,3
SPARCS,3.2,3.11,3.29,4,1
SPARCS,3.2,3.11,3.29,6,1
SPARCS,3.2,3.11,3.29,9,1
SPARCS,3.2,3.11,3.29,17,1
SPARCS,3.2,3.11,3.29,20,1
SPARCS,3.2,3.11,3.29,21,1
SPARCS,3.2,3.11,3.29,24,1
SPARCS,3.2,3.11,3.29,25,1
SPARCS,3.2,3.11,3.29,30,1
SPARCS,3.2,3.11,3.29,32,1
SPARCS,3.2,3.11,3.29,39,1
SPARCS,3.2,3.11,3.29,42,1
SPARCS,3.2,3.11,3.29,44,1
SPARCS,3.2,3.11,3.29,45,2
SPARCS,3.2,3.11,3.29,49,1
SPARCS,3.2,3.11,3.29,51,2
SPARCS,3.2,3.11,3.29,55,1
SPARCS,3.2,3.11,3.29,62,2
SPARCS,3.2,3.11,3.29,78,1
SPARCS,3.2,3.11,3.29,84,1
SPARCS,3.2,3.11,3.29,86,1
SPARCS,3.2,3.11,3.29,89,2
SPARCS,3.2,3.11,3.29,102,1
SPARCS,3.2,3.11,3.29,103,1
SPARCS,3.2,3.11,3.29,105,1
SPARCS,3.2,3.11,3.29,110,1
SPARCS,3.2,3.11,3.29,117,2
SPARCS,3.2,3.11,3.29,120,1
SPARCS,3.2,3.11,3.29,122,1
SPARCS,3.2,3.11,3.29,123,1
SPARCS,3.2,3.11,3.29,125,1
SPARCS,3.2,3.11,3.29,,0
SPARCS,3.355,3.29,3.42,0,7
SPARCS,3.355,3.29,3.42,1,1
SPARCS,3.355,3.29,3.42,18,1
SPARCS,3.355,3.29,3.42,23,1
SPARCS,3.355,3.29,3.42,25,1
SPARCS,3.355,3.29,3.42,26,1
SPARCS,3.355,3.29,3.42,30,1
SPARCS,3.355,3.29,3.42,32,1
SPARCS,3.355,3.29,3.42,33,1
SPARCS,3.355,3.29,3.42,41,1
SPARCS,3.355,3.29,3.42,43,1
SPARCS,3.355,3.29,3.42,45,2
SPARCS,3.355,3.29,3.42,46,2
SPARCS,3.355,3.29,3.42,48,1
SPARCS,3.355,3.29,3.42,55,1
SPARCS,3.355,3.29,3.42,58,1
SPARCS,3.355,3.29,3.42,60,1
SPARCS,3.355,3.29,3.42,61,2
SPARCS,3.355,3.29,3.42,64,1
SPARCS,3.355,3.29,3.42,65,1
SPARCS,3.355,3.29,3.42,69,1
SPARCS,3.355,3.29,3.42,72,2
SPARCS,3.355,3.29,3.42,77,1
SPARCS,3.355,3.29,3.42,86,1
SPARCS,3.355,3.29,3.42,88,1
SPARCS,3.355,3.29,3.42,89,1
SPARCS,3.355,3.29,3.42,95,1
SPARCS,3.355,3.29,3.42,98,1
SPARCS,3.355,3.29,3.42,114,1
SPARCS,3.355,3.29,3.42,116,1
SPARCS,3.355,3.29,3.42,117,1
SPARCS,3.355,3.29,3.42,133,1
SPARCS,3.355,3.29,3.42,134,1
SPARCS,3.355,3.29,3.42,151,1
SPARCS,3.355,3.29,3.42,,0
SPARCS,3.525,3.42,3.63,0,1
SPARCS,3.525,3.42,3.63,3,1
SPARCS,3.525,3.42,3.63,15,1
SPARCS,3.525,3.42,3.63,21,1
SPARCS,3.525,3.42,3.63,23,1
SPARCS,3.525,3.42,3.63,26,1
SPARCS,3.525,3.42,3.63,40,1
SPARCS,3.525,3.42,3.63,46,2
SPARCS,3.525,3.42,3.63,47,2
SPARCS,3.525,3.42,3.63,53,2
SPARCS,3.525,3.42,3.63,55,2
SPARCS,3.525,3.42,3.63,56,2
SPARCS,3.525,3.42,3.63,60,1
SPARCS,3.525,3.42,3.63,65,1
SPARCS,3.525,3.42,3.63,66,1
SPARCS,3.525,3.42,3.63,82,1
SPARCS,3.525,3.42,3.63,87,1
SPARCS,3.525,3.42,3.63,89,1
SPARCS,3.525,3.42,3.63,90,1
SPARCS,3.525,3.42,3.63,93,1
SPARCS,3.525,3.42,3.63,102,1
SPARCS,3.525,3.42,3.63,103,1
SPARCS,3.525,3.42,3.63,108,1
SPARCS,3.525,3.42,3.63,109,1
SPARCS,3.525,3.42,3.63,112,2
SPARCS,3.525,3.42,3.63,113,1
SPARCS,3.525,3.42,3.63,114,1
SPARCS,3.525,3.42,3.63,118,1
SPARCS,3.525,3.42,3.63,121,1
SPARCS,3.525,3.42,3.63,122,1
SPARCS,3.525,3.42,3.63,142,1
SPARCS,3.525,3.42,3.63,,0
SPARCS,3.715,3.63,3.8,0,2
SPARCS,3.715,3.63,3.8,12,1
SPARCS,3.715,3.63,3.8,22,1
SPARCS,3.715,3.63,3.8,27,2
SPARCS,3.715,3.63,3.8,33,1
SPARCS,3.715,3.63,3.8,40,1
SPARCS,3.715,3.63,3.8,41,1
SPARCS,3.715,3.63,3.8,49,1
SPARCS,3.715,3.63,3.8,50,1
SPARCS,3.715,3.63,3.8,51,1
SPARCS,3.715,3.63,3.8,52,3
SPARCS,3.715,3.63,3.8,53,2
SPARCS,3.715,3.63,3.8,54,2
SPARCS,3.715,3.63,3.8,58,1
SPARCS,3.715,3.63,3.8,59,1
SPARCS,3.715,3.63,3.8,75,1
SPARCS,3.715,3.63,3.8,76,1
SPARCS,3.715,3.63,3.8,83,1
SPARCS,3.715,3.63,3.8,87,1
SPARCS,3.715,3.63,3.8,94,1
SPARCS,3.715,3.63,3.8,98,1
SPARCS,3.715,3.63,3.8,107,1
SPARCS,3.715,3.63,3.8,110,1
SPARCS,3.715,3.63,3.8,111,1
SPARCS,3.715,3.63,3.8,119,1
SPARCS,3.715,3.63,3.8,148,1
SPARCS,3.715,3.63,3.8,,0
SPARCS,3.915,3.8,4.03,0,8
SPARCS,3.915,3.8,4.03,4,2
SPARCS,3.915,3.8,4.03,32,1
SPARCS,3.915,3.8,4.03,36,1
SPARCS,3.915,3.8,4.03,39,1
SPARCS,3.915,3.8,4.03,42,1
SPARCS,3.915,3.8,4.03,50,1
SPARCS,3.915,3.8,4.03,55,2
SPARCS,3.915,3.8,4.03,56,1
SPARCS,3.915,3.8,4.03,62,2
SPARCS,3.915,3.8,4.03,63,1
SPARCS,3.915,3.8,4.03,67,1
SPARCS,3.915,3.8,4.03,80,1
SPARCS,3.915,3.8,4.03,96,2
SPARCS,3.915,3.8,4.03,97,1
SPARCS,3.915,3.8,4.03,103,1
SPARCS,3.915,3.8,4.03,111,1
SPARCS,3.915,3.8,4.03,120,1
SPARCS,3.915,3.8,4.03,122,1
SPARCS,3.915,3.8,4.03,138,2
SPARCS,3.915,3.8,4.03,,0
SPARCS,4.155,4.03,4.28,0,2
SPARCS,4.155,4.03,4.28,34,1
SPARCS,4.155,4.03,4.28,39,2
SPARCS,4.155,4.03,4.28,45,1
SPARCS,4.155,4.03,4.28,51,2
SPARCS,4.155,4.03,4.28,52,1
SPARCS,4.155,4.03,4.28,54,1
SPARCS,4.155,4.03,4.28,56,1
SPARCS,4.155,4.03,4.28,58,1
SPARCS,4.155,4.03,4.28,60,1
SPARCS,4.155,4.03,4.28,64,1
SPARCS,4.155,4.03,4.28,89,1
SPARCS,4.155,4.03,4.28,91,1
SPARCS,4.155,4.03,4.28,101,2
SPARCS,4.155,4.03,4.28,112,1
SPARCS,4.155,4.03,4.28,113,1
SPARCS,4.155,4.03,4.28,114,1
SPARCS,4.155,4.03,4.28,115,1
SPARCS,4.155,4.03,4.28,119,1
SPARCS,4.155,4.03,4.28,123,1
SPARCS,4.155,4.03,4.28,127,1
SPARCS,4.155,4.03,4.28,134,1
SPARCS,4.155,4.03,4.28,135,1
SPARCS,4.155,4.03,4.28,136,1
